date,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
2024-09-05,22,25,56,8,10,22,1,16,13,61
2024-09-06,32,3,36,12,6,18,1,22,13,3
2024-09-07,14,11,15,3,3,18,2,15,26,3
2024-09-08,25,3,21,10,10,5,1,7,11,1
2024-09-09,21,19,84,6,15,23,0,21,17,5
2024-09-10,28,71,21,8,14,24,1,21,47,1
2024-09-11,38,18,41,10,10,12,2,17,12,4
2024-09-12,44,13,45,19,9,14,2,20,8,1
2024-09-13,45,6,42,8,11,10,2,24,2,4
2024-09-14,24,8,22,6,9,6,0,14,9,3
2024-09-15,36,6,26,8,17,10,1,19,22,6
2024-09-16,75,14,43,26,20,15,2,20,48,3
2024-09-17,29,12,52,33,21,13,14,26,35,2
2024-09-18,32,28,45,29,17,28,16,24,101,7
2024-09-19,30,6,47,46,10,18,13,31,19,7
2024-09-20,28,7,40,31,13,14,12,19,21,0
2024-09-21,31,31,41,8,20,11,4,12,25,1
2024-09-22,29,10,26,3,14,15,6,18,18,1
2024-09-23,64,15,52,17,19,12,9,20,14,6
2024-09-24,28,12,48,31,19,7,4,32,27,2
2024-09-25,51,3,52,25,16,13,1,38,13,13
2024-09-26,63,11,61,20,12,8,3,25,16,12
2024-09-27,37,11,55,24,12,17,11,18,101,4
2024-09-28,41,9,24,20,8,22,34,17,35,2
2024-09-29,35,21,28,14,11,5,9,14,62,0
2024-09-30,41,6,48,26,18,17,25,36,69,11
2024-10-01,62,3,47,15,21,25,112,24,31,2
2024-10-02,46,7,86,43,30,37,12,27,31,17
2024-10-03,51,28,93,49,52,29,13,54,29,6
2024-10-04,65,14,92,45,50,32,12,37,14,3
2024-10-05,44,15,84,22,33,12,13,31,18,7
2024-10-06,55,13,58,10,43,12,16,16,26,10
2024-10-07,54,19,128,37,44,23,19,26,40,27
2024-10-08,59,18,177,25,44,40,21,37,16,26
2024-10-09,63,42,150,32,35,35,11,36,41,15
2024-10-10,69,41,163,34,33,38,6,55,40,20
2024-10-11,98,17,120,35,44,27,4,46,55,16
2024-10-12,66,14,88,21,37,24,6,20,89,10
2024-10-13,57,11,89,29,30,21,16,31,49,5
2024-10-14,73,25,160,28,42,42,11,47,9,22
2024-10-15,114,20,160,36,41,41,11,48,38,21
2024-10-16,97,27,216,32,57,34,14,51,36,17
2024-10-17,94,24,184,32,45,39,35,59,37,34
2024-10-18,79,25,208,39,42,25,23,34,50,64
2024-10-19,59,51,104,17,45,14,28,34,48,7
2024-10-20,65,38,95,18,46,38,17,25,28,48
2024-10-21,80,30,180,31,50,25,21,43,44,47
2024-10-22,95,45,191,37,50,42,14,67,31,62
2024-10-23,95,22,172,30,50,36,12,48,72,93
2024-10-24,92,22,199,55,63,21,11,55,54,129
2024-10-25,85,29,144,87,43,38,16,58,66,37
2024-10-26,75,87,106,51,42,17,53,31,39,15
2024-10-27,55,36,98,16,55,46,12,15,45,22
2024-10-28,92,45,185,32,51,29,15,47,33,26
2024-10-29,80,50,161,38,63,38,20,54,39,37
2024-10-30,60,34,202,29,52,35,9,60,55,20
2024-10-31,77,58,194,27,55,46,12,68,68,22
2024-11-01,69,34,200,39,53,41,19,69,36,17
2024-11-02,20,12,39,9,14,6,5,18,8,4
